Price,Address,Bedrooms,Baths,Area
650000,"49 George's Street Lower, Dun Laoghaire, Co. Dublin",4,1,146
450000,"164 The George, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",2,1,59
475000,"8 Saint Peter's Road, Walkinstown, Walkinstown, Dublin 12",3,2,108
385000,"35 Clonliffe Gardens, Drumcondra, Dublin 3",3,1,88
450000,"77 Forest Drive, Kingswood, Dublin 24",4,3,132
585000,"3 Richmond Lane, Off Richmond Hill, Rathmines, Dublin 6",3,3,93
229000,"18 Willan's Way, Ongar Village, Ongar, Dublin 15",2,2,80
535000,"143 Old Finglas Road, Glasnevin, Dublin 11",3,2,
299000,"53 Castle Park, Tallaght, Dublin 24",3,1,
695000,"1 Dargle Drive Marley Grange Rathfarnham Dublin 16, Rathfarnham, Dublin 16",4,2,125
495000,"4 Hunters Avenue, Hunterswood, Ballycullen, Dublin 24",4,3,170
395000,"24 Synnott Row, Phibsborough, Dublin 7",3,1,70
550000,"69A Glasnevin Park, Glasnevin, Dublin 11",3,3,104
390000,"24 Saint Brigid's Road, Clondalkin, Clondalkin, Dublin 22",3,2,118
295000,"70 Saint Samson's Square, Balgriffin, Balgriffin, Dublin 13",3,3,103
325000,"121 Cromcastle Road, Coolock, Kilmore, Dublin 5",4,2,91
485000,"68 Oliver Plunkett Road, Dun Laoghaire, Co. Dublin",3,2,87
325000,"29 Innisfallen Parade, North Circular Road, Phibsborough, Dublin 7",2,1,
475000,"71 Kinvara Road, Navan Road, Dublin 7",3,1,95
254950,"112 Finglas Road, Finglas, Dublin 11",3,2,
275000,"36 Saint John's Crescent, Clondalkin, Dublin 22",3,1,73
349950,"66 Slievenamon Road, Drimnagh, Dublin 12",2,2,
250000,"66 The Eden, Prospect Hill, Finglas, Dublin 11",2,2,88
249950,"57 Cashel Avenue, Crumlin, Dublin 12",2,1,
425000,"11 Charnwood Dale, Clonsilla, Clonsilla, Dublin 15",4,3,139
3000000,"4 Raglan Road, Ballsbridge, Ballsbridge, Dublin 4",4,4,261
750000,"28 Windsor Terrace, Portobello, Dublin 8",3,2,120
